Isla,Sector,Cultivo,Trampa,Especie,Abundancia
Cristobal,El_Chino,Maiz,Amarilla,Oxysarcodexia_taitensis,4
Cristobal,El_Chino,Maiz,Amarilla,Hyperaspis_bromelicola,1.999999999
Cristobal,El_Chino,Maiz,Amarilla,Phatnoma_eremaeum,3.000000001
Cristobal,El_Chino,Maiz,Amarilla,Peregrinus_maidis,1.999999999
Cristobal,El_Chino,Maiz,Amarilla,Balclutha_sp.,1.999999999
Cristobal,El_Chino,Maiz,Amarilla,Elachiptera_cultrata,3.000000001
Cristobal,El_Chino,Maiz,Amarilla,Fulvius_geniculatus,3.000000001
Cristobal,El_Chino,Zanahoria,Amarilla,Oliarus_sp.,1
Cristobal,El_Chino,Zanahoria,Amarilla,Agallia_sp.,1
Cristobal,El_Chino,Zanahoria,Amarilla,Drosophila_sp.,14
Cristobal,El_Chino,Zanahoria,Amarilla,Chrysotus_brevicornis,4.999999998
Cristobal,El_Chino,Zanahoria,Amarilla,Palaeosepsis_armillata,3.000000001
Cristobal,El_Chino,Zanahoria,Amarilla,Megascelia_scalaris,26
Cristobal,El_Chino,Col,Amarilla,Drosophila_sp.,14
Cristobal,El_Chino,Col,Amarilla,Fulvius_geniculatus,1.999999999
Cristobal,El_Chino,Col,Amarilla,Haptoncus_luteolus,1
Cristobal,El_Chino,Pimiento,Amarilla,Polistes_versicolor,1
Cristobal,El_Chino,Zanahoria,Amarilla,Peckia_chrysostoma,1
Cristobal,El_Chino,Pimiento,Amarilla,Sarcodexia_lambens,14
Cristobal,El_Chino,Pimiento,Amarilla,Chrysomya_albiceps,1
Cristobal,El_Chino,Pimiento,Amarilla,Fulvius_geniculatus,9
Cristobal,El_Chino,Pimiento,Amarilla,Phatnoma_eremaeum,9
Cristobal,Soledad,Maiz,Amarilla,Chrysomya_albiceps,4
Cristobal,Soledad,Maiz,Amarilla,Cyrtoneuropsis_rescita,1
Cristobal,Soledad,Maiz,Amarilla,Toxomerus_politus,3.000000001
Cristobal,Soledad,Maiz,Amarilla,Agallia_sp.,3.000000001
Cristobal,Soledad,Maiz,Amarilla,Palaeosepsis_armillata,4
Cristobal,Soledad,Maiz,Amarilla,Phatnoma_eremaeum,9
Cristobal,Soledad,Maiz,Amarilla,Fulvius_geniculatus,1.999999999
Cristobal,Soledad,Maiz,Amarilla,Sigalphus_sp.,1
Cristobal,Soledad,Maiz,Amarilla,Tetramorium_bicarinatum,1
Cristobal,Soledad,Maiz,Amarilla,Phatnoma_eremaeum,4
Cristobal,Soledad,Maiz,Amarilla,Lucilia_pionia,6.000000001
Cristobal,Soledad,Maiz,Amarilla,Chrysomya_albiceps,1
Cristobal,Soledad,Maiz,Amarilla,Palaeosepsis_armillata,1
Cristobal,Soledad,Maiz,Amarilla,Brachygastra_lecheguana,1
Cristobal,Soledad,Maiz,Amarilla,Euxesta_stigmatias,1
Cristobal,Soledad,Maiz,Amarilla,Hermetia_illucens,1
Cristobal,Soledad,Maiz,Amarilla,Sarcodexia_lambens,1
Cristobal,Soledad,Tomate,Amarilla,Toxomerus_politus,1.999999999
Cristobal,Soledad,Tomate,Amarilla,Chrysomya_albiceps,1
Cristobal,Soledad,Maiz,Amarilla,Oxysarcodexia_taitensis,1.999999999
Cristobal,Soledad,Tomate,Amarilla,Phatnoma_eremaeum,6.000000001
Cristobal,Soledad,Tomate,Amarilla,Megascelia_scalaris,9.999999999
Cristobal,Soledad,Tomate,Amarilla,Drosophila_sp.,4.999999998
Cristobal,Soledad,Tomate,Amarilla,Fulvius_geniculatus,1
Cristobal,Soledad,Col,Amarilla,Circolabia_arcuata,1
Cristobal,Soledad,Col,Amarilla,Palaeosepsis_armillata,6.000000001
Cristobal,Soledad,Col,Amarilla,Drosophila_sp.,9.999999999
Cristobal,Soledad,Cebolla_colorada,Amarilla,Drosophila_sp.,12
Cristobal,Soledad,Cebolla_colorada,Amarilla,Phatnoma_eremaeum,4
Cristobal,Soledad,Cebolla_colorada,Amarilla,Cyrtoneuropsis_rescita,1
Cristobal,Soledad,Cebolla_colorada,Amarilla,Toxomerus_politus,1
Cristobal,Soledad,Tomate,Amarilla,Anasa_sorbutica,1
Cristobal,Soledad,Tomate,Amarilla,Cycloneda_sanguinea,1
Cristobal,Soledad,Tomate,Amarilla,Palaeosepsis_armillata,6.000000001
Cristobal,Soledad,Tomate,Amarilla,Drosophila_sp.,12
Cristobal,Socavon,Tomate,Amarilla,Sarcodexia_lambens,4
Cristobal,Socavon,Tomate,Amarilla,Phatnoma_eremaeum,3.000000001
Cristobal,Socavon,Tomate,Amarilla,Condylostylus_longicornis,3.000000001
Cristobal,Socavon,Tomate,Amarilla,Scaphytopius_sp.,1
Cristobal,Socavon,Tomate,Amarilla,Phatnoma_eremaeum,7
Cristobal,Socavon,Tomate,Amarilla,Belonuchus_rufipennis,1
Cristobal,Socavon,Tomate,Amarilla,Condylostylus_longicornis,22
Cristobal,Socavon,Frejol,Amarilla,Sarcodexia_lambens,4
Cristobal,Socavon,Tomate,Amarilla,Pentagonica_flavipes,1.999999999
Cristobal,Socavon,Frejol,Amarilla,Megascelia_scalaris,9.999999999
Cristobal,Socavon,Frejol,Amarilla,Euxesta_stigmatias,1.999999999
Cristobal,Socavon,Frejol,Amarilla,Phatnoma_eremaeum,3.000000001
Cristobal,Socavon,Frejol,Amarilla,Oxysarcodexia_taitensis,3.000000001
Cristobal,Socavon,Frejol,Amarilla,Belonuchus_rufipennis,1
Cristobal,Socavon,Frejol,Amarilla,Condylostylus_longicornis,15
Cristobal,El_Chino,Maiz,Amarilla,Ataenius_cristobalensis,1
Cristobal,Socavon,Maiz,Amarilla,Pentagonica_flavipes,1
Cristobal,Socavon,Maiz,Amarilla,Polistes_versicolor,1.999999999
Cristobal,Socavon,Maiz,Amarilla,Condylostylus_longicornis,1.999999999
Cristobal,Socavon,Maiz,Amarilla,Peregrinus_maidis,1
Cristobal,Socavon,Maiz,Amarilla,Sarcodexia_lambens,3.000000001
Cristobal,Socavon,Maiz,Amarilla,Peckia_chrysostoma,3.000000001
Cristobal,Socavon,Maiz,Amarilla,Cyrtoneuropsis_rescita,4
Cristobal,Socavon,Yuca_,Amarilla,Chrysomya_albiceps,1.999999999
Cristobal,Socavon,Yuca_,Amarilla,Oxysarcodexia_taitensis,4
Cristobal,Socavon,Maiz,Amarilla,Sarcodexia_lambens,11
Cristobal,Socavon,Yuca_,Amarilla,Agallia_sp.,1
Cristobal,Socavon,Yuca_,Amarilla,Megascelia_scalaris,44.99999999
Cristobal,Socavon,Yuca_,Amarilla,Leptocera_sp.,1.999999999
Cristobal,Socavon,Maiz,Amarilla,Hermetia_illucens,1.999999999
Cristobal,Socavon,Maiz,Amarilla,Oxysarcodexia_taitensis,4
Cristobal,Socavon,Maiz,Amarilla,Cyrtoneuropsis_rescita,1
Cristobal,Socavon,Maiz,Amarilla,Peckia_chrysostoma,1
Cristobal,Socavon,Maiz,Amarilla,Agallia_sp.,1
Cristobal,Cerro_Verde,Frejol,Amarilla,Chrysomya_albiceps,1
Cristobal,Cerro_Verde,Frejol,Amarilla,Cyrtoneuropsis_rescita,1
Cristobal,Cerro_Verde,Frejol,Amarilla,Fulvius_geniculatus,9
Cristobal,Cerro_Verde,Frejol,Amarilla,Scaphytopius_sp.,4
Cristobal,Cerro_Verde,Frejol,Amarilla,Peregrinus_maidis,1
Cristobal,Cerro_Verde,Frejol,Amarilla,Drosophila_sp.,14
Cristobal,Cerro_Verde,Frejol,Amarilla,Phatnoma_eremaeum,6.000000001
Cristobal,Cerro_Verde,Frejol,Amarilla,Chrysotus_brevicornis,18
Cristobal,Cerro_Verde,Frejol,Amarilla,Anthidium_sp.,1
Cristobal,Cerro_Verde,Frejol,Amarilla,Sepedophylus_sp.,1
Cristobal,Cerro_Verde,Frejol,Amarilla,Leptocera_sp.,1
Cristobal,Cerro_Verde,Frejol,Amarilla,Scaphytopius_sp.,1
Cristobal,Cerro_Verde,Frejol,Amarilla,Palaeosepsis_armillata,9
Cristobal,Cerro_Verde,Col,Amarilla,Toxomerus_politus,3.000000001
Cristobal,Cerro_Verde,Col,Amarilla,Palaeosepsis_armillata,21
Cristobal,Cerro_Verde,Col,Amarilla,Belonuchus_rufipennis,1
Cristobal,Cerro_Verde,Col,Amarilla,Oxysarcodexia_taitensis,1.999999999
Cristobal,Cerro_Verde,Col,Amarilla,Lucilia_pionia,1
Cristobal,Cerro_Verde,Col,Amarilla,Melanagromyza_sp.,1
Cristobal,Cerro_Verde,Col,Amarilla,Mumetopia_occipitalis,1
Cristobal,Cerro_Verde,Col,Amarilla,Megascelia_scalaris,11
Cristobal,Cerro_Verde,Col,Amarilla,Drosophila_sp.,9
Cristobal,Cerro_Verde,Maiz,Amarilla,Palaeosepsis_armillata,29
Cristobal,Cerro_Verde,Maiz,Amarilla,Toxomerus_politus,1
Cristobal,Cerro_Verde,Col,Amarilla,Chrysomya_albiceps,1
Cristobal,Cerro_Verde,Maiz,Amarilla,Megascelia_scalaris,23
Cristobal,Cerro_Verde,Maiz,Amarilla,Drosophila_sp.,20
Cristobal,Cerro_Verde,Maiz,Amarilla,Chrysotus_brevicornis,3.000000001
Cristobal,Cerro_Verde,Maiz,Amarilla,Fulvius_geniculatus,1
Cristobal,Cerro_Verde,Maiz,Amarilla,Phatnoma_eremaeum,1
Cristobal,Cerro_Verde,Cebolla_colorada,Amarilla,Oxysarcodexia_taitensis,4.999999998
Cristobal,Cerro_Verde,Cebolla_colorada,Amarilla,Palaeosepsis_armillata,28
Cristobal,Cerro_Verde,Cebolla_colorada,Amarilla,Toxomerus_politus,1
Cristobal,Cerro_Verde,Cebolla_colorada,Amarilla,Phatnoma_eremaeum,1
Cristobal,Cerro_Verde,Tomate,Amarilla,Toxomerus_politus,1
Cristobal,Cerro_Verde,Tomate,Amarilla,Palaeosepsis_armillata,16
Cristobal,Cerro_Verde,Tomate,Amarilla,Phatnoma_eremaeum,1.999999999
Cristobal,Cerro_Verde,Zanahoria,Amarilla,Chrysotus_brevicornis,3.000000001
Cristobal,Cerro_Verde,Zanahoria,Amarilla,Drosophila_sp.,12
Cristobal,Cerro_Verde,Zanahoria,Amarilla,Phatnoma_eremaeum,1.999999999
Cristobal,Junco,Tomate,Amarilla,Polistes_versicolor,1.999999999
Cristobal,Junco,Tomate,Amarilla,Belonuchus_rufipennis,1
Cristobal,Junco,Tomate,Amarilla,Megascelia_scalaris,28
Cristobal,Junco,Tomate,Amarilla,Drosophila_sp.,6.000000001
Cristobal,Junco,Tomate,Amarilla,Condylostylus_longicornis,1.999999999
Cristobal,Junco,Tomate,Amarilla,Sarcodexia_lambens,4
Cristobal,Junco,Tomate,Amarilla,Chrysomya_albiceps,1
Cristobal,Junco,Tomate,Amarilla,Peregrinus_maidis,1.999999999
Cristobal,Junco,Tomate,Amarilla,Phatnoma_eremaeum,4
Cristobal,Junco,Tomate,Amarilla,Fulvius_geniculatus,1
Cristobal,Junco,Tomate,Amarilla,Oxysarcodexia_taitensis,4
Cristobal,Junco,Cebolla_colorada,Amarilla,Cyrtoneuropsis_rescita,1
Cristobal,Junco,Cebolla_colorada,Amarilla,Scaphytopius_sp.,1
Cristobal,Junco,Cebolla_colorada,Amarilla,Drosophila_sp.,3.000000001
Cristobal,Junco,Cebolla_colorada,Amarilla,Leptocera_sp.,4
Cristobal,Junco,Cebolla_colorada,Amarilla,Condylostylus_longicornis,1
Cristobal,Junco,Maiz,Amarilla,Nezara_sp.,1
Cristobal,Junco,Maiz,Amarilla,Chrysomya_albiceps,3.000000001
Cristobal,Junco,Maiz,Amarilla,Sarcodexia_lambens,4
Cristobal,Junco,Maiz,Amarilla,Chrysotus_brevicornis,1
Cristobal,Junco,Maiz,Amarilla,Melanagromyza_sp.,1
Cristobal,Junco,Maiz,Amarilla,Drosophila_sp.,56.00000001
Cristobal,Junco,Maiz,Amarilla,Peregrinus_maidis,1.999999999
Cristobal,Junco,Maiz,Amarilla,Fulvius_geniculatus,3.000000001
Cristobal,Junco,Maiz,Amarilla,Megascelia_scalaris,20
Cristobal,Junco,Maiz,Amarilla,Drosophila_sp.,28
Cristobal,Junco,Maiz,Amarilla,Chrysotus_brevicornis,4
Cristobal,Junco,Maiz,Amarilla,Agallia_sp.,4
Cristobal,Junco,Maiz,Amarilla,Peckia_chrysostoma,1
Cristobal,Junco,Maiz,Amarilla,Oxysarcodexia_taitensis,9.999999999
Cristobal,Junco,Maiz,Amarilla,Palaeosepsis_armillata,1
Cristobal,Junco,Papa,Amarilla,Toxomerus_politus,1.999999999
Cristobal,Junco,Papa,Amarilla,Lucilia_pionia,4
Cristobal,Junco,Papa,Amarilla,Peckia_chrysostoma,1
Cristobal,Junco,Papa,Amarilla,Condylostylus_longicornis,1
Cristobal,Junco,Papa,Amarilla,Cyrtoneuropsis_rescita,4.999999998
Cristobal,Junco,Papa,Amarilla,Chrysotus_brevicornis,1.999999999
Cristobal,Junco,Maiz,Amarilla,Chrysotus_brevicornis,17
Cristobal,Junco,Maiz,Amarilla,Pentagonica_flavipes,1
Cristobal,Junco,Maiz,Amarilla,Agallia_sp.,1
Cristobal,Junco,Maiz,Amarilla,Sogatella_sp.,4
Cristobal,Junco,Maiz,Amarilla,Oliarus_sp.,1
Cristobal,Junco,Maiz,Amarilla,Polistes_versicolor,4
Cristobal,Junco,Maiz,Amarilla,Peckia_chrysostoma,1.999999999
Cristobal,Junco,Maiz,Amarilla,Oxysarcodexia_taitensis,1.999999999
Cristobal,Junco,Maiz,Amarilla,Peckia_chrysostoma,1
Cristobal,Junco,Maiz,Amarilla,Oxysarcodexia_taitensis,18
Cristobal,Junco,Maiz,Amarilla,Cyrtoneuropsis_rescita,4.999999998
Cristobal,Junco,Papa,Amarilla,Chrysomya_albiceps,6.000000001
Cristobal,Junco,Maiz,Amarilla,Palaeosepsis_armillata,1
Cristobal,El_Junco_,Maiz,Amarilla,Wasmannia_auropunctata,1
Cristobal,Progreso,Col,Amarilla,Euxesta_stigmatias,1.999999999
Cristobal,Progreso,Col,Amarilla,Oxysarcodexia_taitensis,1.999999999
Cristobal,Progreso,Col,Amarilla,Cyrtoneuropsis_rescita,3.000000001
Cristobal,Progreso,Col,Amarilla,Condylostylus_longicornis,1
Cristobal,Progreso,Col,Amarilla,Chrysotus_brevicornis,1.999999999
Cristobal,Progreso,Col,Amarilla,Palaeosepsis_armillata,3.000000001
Cristobal,Progreso,Col,Amarilla,Polistes_versicolor,1.999999999
Cristobal,Progreso,Col,Amarilla,Sigalphus_sp.,4
Cristobal,Progreso,Col,Amarilla,Gonatocerus_sp.,1.999999999
Cristobal,Progreso,Raban-Remol,Amarilla,Belonuchus_rufipennis,1
Cristobal,Progreso,Raban-Remol,Amarilla,Tropisternus_lateralis,1
Cristobal,Progreso,Raban-Remol,Amarilla,Fulvius_geniculatus,4
Cristobal,Progreso,Tomate,Amarilla,Lucilia_pionia,12
Cristobal,Progreso,Tomate,Amarilla,Fulvius_geniculatus,4
Cristobal,Progreso,Tomate,Amarilla,Megascelia_scalaris,4
Cristobal,Progreso,Tomate,Amarilla,Palaeosepsis_armillata,1
Cristobal,Progreso,Tomate,Amarilla,Condylostylus_longicornis,3.000000001
Cristobal,Progreso,Tomate,Amarilla,Drosophila_sp.,4.999999998
Cristobal,Progreso,Tomate,Amarilla,Fulvius_geniculatus,1
Cristobal,Progreso,Lechuga,Amarilla,Polistes_versicolor,1
Cristobal,Progreso,Lechuga,Amarilla,Sarcodexia_lambens,1
Cristobal,Progreso,Lechuga,Amarilla,Chrysomya_albiceps,1.999999999
Cristobal,Progreso,Lechuga,Amarilla,Condylostylus_longicornis,1
Cristobal,Progreso,Lechuga,Amarilla,Oxysarcodexia_taitensis,1
Cristobal,Progreso,Lechuga,Amarilla,Peckia_chrysostoma,6.000000001
Cristobal,Progreso,Pimiento,Amarilla,Sigalphus_sp.,4
Cristobal,Progreso,Pimiento,Amarilla,Condylostylus_longicornis,1
Cristobal,Progreso,Pimiento,Amarilla,Fulvius_geniculatus,1.999999999
Cristobal,Progreso,Pimiento,Amarilla,Cyrtoneuropsis_rescita,3.000000001
Cristobal,Progreso,Pimiento,Amarilla,Belonuchus_rufipennis,1.999999999
Cristobal,Progreso,Pimiento,Amarilla,Toxomerus_politus,1
Cristobal,Tres_Palos,Maiz,Amarilla,Sarcodexia_lambens,1
Cristobal,Tres_Palos,Maiz,Amarilla,Cyrtoneuropsis_rescita,1
Cristobal,Tres_Palos,Maiz,Amarilla,Phatnoma_eremaeum,4.999999998
Cristobal,Tres_Palos,Maiz,Amarilla,Polistes_versicolor,1
Cristobal,Tres_Palos,Maiz,Amarilla,Agallia_sp.,4
Cristobal,Tres_Palos,Maiz,Amarilla,Phatnoma_eremaeum,4.999999998
Cristobal,Tres_Palos,Maiz,Amarilla,Sarcodexia_lambens,1
Cristobal,Tres_Palos,Maiz,Amarilla,Chrysomya_albiceps,1
Cristobal,Tres_Palos,Maiz,Amarilla,Phatnoma_eremaeum,4.999999998
Cristobal,Tres_Palos,Maiz,Amarilla,Oxysarcodexia_taitensis,1.999999999
Cristobal,Tres_Palos,Maiz,Amarilla,Sarcodexia_lambens,1.999999999
Cristobal,Tres_Palos,Maiz,Amarilla,Megascelia_scalaris,1
Cristobal,Tres_Palos,Maiz,Amarilla,Peregrinus_maidis,1
Cristobal,Tres_Palos,Maiz,Amarilla,Peckia_chrysostoma,1
Cristobal,Tres_Palos,Tomate,Amarilla,Oxysarcodexia_taitensis,4.999999998
Cristobal,Tres_Palos,Tomate,Amarilla,Phatnoma_eremaeum,7
Cristobal,Tres_Palos,Tomate,Amarilla,Agallia_sp.,1
Cristobal,Tres_Palos,Tomate,Amarilla,Fulvius_geniculatus,3.000000001
Cristobal,Tres_Palos,Platano,Amarilla,Fulvius_geniculatus,6.000000001
Cristobal,Tres_Palos,Platano,Amarilla,Leptocera_sp.,1.999999999
Cristobal,Tres_Palos,Platano,Amarilla,Megascelia_scalaris,1.999999999
Cristobal,Tres_Palos,Platano,Amarilla,Drosophila_sp.,1
Cristobal,Goteras,Maiz,Amarilla,Toxomerus_politus,1
Cristobal,Goteras,Maiz,Amarilla,Belonuchus_rufipennis,1.999999999
Cristobal,Goteras,Maiz,Amarilla,Euxesta_stigmatias,1
Cristobal,Goteras,Maiz,Amarilla,Haptoncus_luteolus,1
Cristobal,Goteras,Maiz,Amarilla,Fulvius_geniculatus,1
Cristobal,Goteras,Maiz,Amarilla,Drosophila_sp.,9
Cristobal,Goteras,Maiz,Amarilla,Oxysarcodexia_taitensis,9
Cristobal,Goteras,Maiz,Amarilla,Cyrtoneuropsis_rescita,1
Cristobal,Goteras,Tomate,Amarilla,Drosophila_sp.,20
Cristobal,Goteras,Tomate,Amarilla,Enicospilus_sp._1,1
Cristobal,Goteras,Tomate,Amarilla,Fulvius_geniculatus,1
Cristobal,Goteras,Tomate,Amarilla,Balclutha_sp.,1
Cristobal,Goteras,Maiz,Amarilla,Sarcodexia_lambens,1
Cristobal,Goteras,Tomate,Amarilla,Sarcodexia_lambens,1
Cristobal,Goteras,Tomate,Amarilla,Cyrtoneuropsis_rescita,1
Cristobal,Goteras,Tomate,Amarilla,Melanagromyza_sp.,1
Cristobal,Goteras,Tomate,Amarilla,Cycloneda_sanguinea,3.000000001
Cristobal,Goteras,Tomate,Amarilla,Oxysarcodexia_taitensis,1.999999999
Cristobal,Goteras,Maiz,Amarilla,Palaeosepsis_armillata,1.999999999
Cristobal,Goteras,Maiz,Amarilla,Belonuchus_rufipennis,1.999999999
Cristobal,Goteras,Maiz,Amarilla,Drosophila_sp.,4
Cristobal,Goteras,Maiz,Amarilla,Nesosydne_sp.,1
Cristobal,Goteras,Maiz,Amarilla,Palaeosepsis_armillata,1
Cristobal,Goteras,Maiz,Amarilla,Gonatocerus_sp.,1
Cristobal,Goteras,Maiz,Amarilla,Fulvius_geniculatus,4
Cristobal,Goteras,Maiz,Amarilla,Peregrinus_maidis,1
Cristobal,Goteras,Maiz,Amarilla,Toxomerus_politus,4
Cristobal,Goteras,Maiz,Amarilla,Belonuchus_rufipennis,1
Cristobal,Goteras,Maiz,Amarilla,Peregrinus_maidis,1
Cristobal,Cerro_Gato,Cebolla_colorada,Amarilla,Peckia_chrysostoma,3.000000001
Cristobal,Cerro_Gato,Cebolla_colorada,Amarilla,Agallia_sp.,6.000000001
Cristobal,Cerro_Gato,Cebolla_colorada,Amarilla,Cycloneda_sanguinea,1
Cristobal,Cerro_Gato,Cebolla_colorada,Amarilla,Condylostylus_longicornis,1
Cristobal,Cerro_Gato,Cebolla_colorada,Amarilla,Oxysarcodexia_taitensis,7
Cristobal,Cerro_Gato,Cebolla_colorada,Amarilla,Sarcodexia_lambens,1
Cristobal,Cerro_Gato,Tomate,Amarilla,Chrysotus_brevicornis,1
Cristobal,Cerro_Gato,Tomate,Amarilla,Condylostylus_longicornis,1
Cristobal,Cerro_Gato,Tomate,Amarilla,Agallia_sp.,1
Cristobal,Cerro_Gato,Pimiento,Amarilla,Pentagonica_flavipes,3.000000001
Cristobal,Cerro_Gato,Pimiento,Amarilla,Haptoncus_luteolus,1
Cristobal,Cerro_Gato,Pimiento,Amarilla,Agallia_sp.,1
Cristobal,Cerro_Gato,Pimiento,Amarilla,Phatnoma_eremaeum,4
Cristobal,Cerro_Gato,Pimiento,Amarilla,Enicospilus_sp._2,1
Cristobal,Cerro_Gato,Pimiento,Amarilla,Polistes_versicolor,1
Cristobal,Cerro_Gato,Tomate,Amarilla,Peckia_chrysostoma,1
Cristobal,Cerro_Gato,Tomate,Amarilla,Sarcodexia_lambens,1.999999999
Cristobal,Cerro_Gato,Zanahoria,Amarilla,Pentagonica_flavipes,4
Cristobal,Cerro_Gato,Zanahoria,Amarilla,Haptoncus_luteolus,1
Cristobal,Cerro_Gato,Zanahoria,Amarilla,Polistes_versicolor,1
Cristobal,Cerro_Gato,Zanahoria,Amarilla,Paratrechina_sp.,17
Cristobal,Cerro_Gato,Pimiento,Amarilla,Oxysarcodexia_taitensis,4
Cristobal,Cerro_Gato,Zanahoria,Amarilla,Metacanthus_galapagensis,1
Cristobal,Cerro_Gato,Zanahoria,Amarilla,Fulvius_geniculatus,1.999999999
Cristobal,Cerro_Gato,Col,Amarilla,Cycloneda_sanguinea,1
Cristobal,Cerro_Gato,Col,Amarilla,Pentagonica_flavipes,1
Cristobal,Cerro_Gato,Col,Amarilla,Chrysomya_albiceps,1
Cristobal,Cerro_Gato,Col,Amarilla,Melanagromyza_sp.,4
Cristobal,Cerro_Gato,Col,Amarilla,Fulvius_geniculatus,1.999999999
Cristobal,Cerro_Gato,Col,Amarilla,Palaeosepsis_armillata,11
Cristobal,Cerro_Gato,Tomate,Amarilla,Paratrechina_sp.,1
Cristobal,Cerro_Gato,Tomate,Amarilla,Pentagonica_flavipes,1
Cristobal,Cerro_Gato,Zanahoria,Amarilla,Oxysarcodexia_taitensis,4.999999998
Cristobal,Cerro_Gato,Col,Amarilla,Oxysarcodexia_taitensis,1
Cristobal,Cerro_Gato,Zanahoria,Amarilla,Sarcodexia_lambens,3.000000001
Cristobal,Cerro_Gato,Col,Amarilla,Peckia_chrysostoma,1
Cristobal,Cerro_Gato,Tomate,Amarilla,Peckia_chrysostoma,1.999999999
Cristobal,Cerro_Gato,Tomate,Amarilla,Oxysarcodexia_taitensis,1
Cristobal,Cerro_Gato,Tomate,Amarilla,Simulium_ochraceum,1.999999999
Cristobal,Socavon,cafe,Trampa_de_luz,Eburia_lanigera,1
Cristobal,Socavon,cafe,Trampa_de_luz,Acanthoderes_galapagoensis,3.000000001
Cristobal,Socavon,cafe,Trampa_de_luz,Conocephalus_exitiosus,1
Cristobal,Soledad,Maiz,Trampa_de_luz,Eburia_lanigera,1
Cristobal,Soledad,Maiz,Trampa_de_luz,Eburia_lanigera,1
Cristobal,Soledad,Maiz,Trampa_de_luz,Tropisternus_lateralis,1
Cristobal,Soledad,Maiz,Trampa_de_luz,Copelatus_galapagoensis,1.999999999
Cristobal,El_Chino,Maiz,Trampa_de_luz,Hapalips_sp._1,8.000000001
Cristobal,El_Chino,Maiz,Trampa_de_luz,Fulvius_geniculatus,12
Cristobal,El_Chino,Maiz,Trampa_de_luz,Copelatus_galapagoensis,13
Cristobal,El_Chino,Maiz,Trampa_de_luz,Tropisternus_lateralis,1
Cristobal,El_Chino,Maiz,Trampa_de_luz,Euxesta_stigmatias,1.999999999
Cristobal,El_Chino,Maiz,Trampa_de_luz,Dipropus_kukalovae,1
Cristobal,Progreso,Pastizal,Trampa_de_luz,Eburia_pilosa,1
Cristobal,Progreso,Pastizal,Trampa_de_luz,Toxomerus_politus,1
Cristobal,Progreso,Pastizal,Trampa_de_luz,Copelatus_galapagoensis,4
Cristobal,El_Chino,Maiz,Trampa_de_luz,Achyra_eneanalis,1
Cristobal,Cerro_Verde,Zanahoria,Trampa_de_luz,Achyra_eneanalis,1.999999999
Cristobal,Junco,Braquiaria_,Trampa_de_luz,Agrius_cingulatus,3.000000001
Cristobal,Junco,Braquiaria_,Trampa_de_luz,Agrotis_ipsilon,1
Cristobal,El_Chino,Maiz,Trampa_de_luz,Agrotis_subterranea_williamsi,7
Cristobal,Goteras,Braquiaria_,Trampa_de_luz,Agrotis_subterranea_williamsi,1
Cristobal,Cerro_Verde,Zanahoria,Trampa_de_luz,Agrotis_subterranea_williamsi,4.999999998
Cristobal,Cerro_Gato,Yuca_,Trampa_de_luz,Agrotis_subterranea_williamsi,1
Cristobal,Soledad,Maiz,Trampa_de_luz,Agrotis_subterranea_williamsi,1
Cristobal,Progreso,Pastizal,Trampa_de_luz,Agrotis_subterranea_williamsi,1
Cristobal,Goteras,Braquiaria_,Trampa_de_luz,Agrotis_subterranea_williamsi,1
Cristobal,Junco,Braquiaria_,Trampa_de_luz,Agrotis_subterranea_williamsi,1
Cristobal,Socavon,cafe,Trampa_de_luz,Agrotis_subterranea_williamsi,1.999999999
Cristobal,Goteras,Braquiaria_,Trampa_de_luz,Amyna_insularum,1
Cristobal,El_Chino,Maiz,Trampa_de_luz,Anicla_infecta,1
Cristobal,Goteras,Braquiaria_,Trampa_de_luz,Anicla_infecta,1.999999999
Cristobal,Progreso,Pastizal,Trampa_de_luz,Anicla_infecta,1
Cristobal,Socavon,cafe,Trampa_de_luz,Anicla_infecta,1.999999999
Cristobal,Junco,Braquiaria_,Trampa_de_luz,Anicla_oceanica,1
Cristobal,El_Chino,Maiz,Trampa_de_luz,Anticarsia_gemmatalis,1
Cristobal,Cerro_Verde,Zanahoria,Trampa_de_luz,Argyrogramma_verruca,1
Cristobal,Progreso,Frutales_exoticos,Colecta_manual,Argyrogramma_verruca,1
Cristobal,Tres_Palos,Mango,Trampa_de_luz,Asciodes_quietalis,3.000000001
Cristobal,Goteras,Braquiaria_,Trampa_de_luz,Asciodes_quietalis,1
Cristobal,Cerro_Verde,Zanahoria,Trampa_de_luz,Asciodes_quietalis,4
Cristobal,Cerro_Gato,Yuca_,Trampa_de_luz,Asciodes_quietalis,1
Cristobal,Junco,Braquiaria_,Trampa_de_luz,Asciodes_quietalis,1.999999999
Cristobal,Socavon,cafe,Trampa_de_luz,Asciodes_quietalis,1.999999999
Cristobal,Tres_Palos,Mango,Trampa_de_luz,Atteva_hysginiella,1
Cristobal,Goteras,Braquiaria_,Trampa_de_luz,Atteva_hysginiella,1
Cristobal,Cerro_Verde,Zanahoria,Trampa_de_luz,Atteva_hysginiella,3.000000001
Cristobal,Cerro_Gato,Yuca_,Trampa_de_luz,Atteva_hysginiella,1.999999999
Cristobal,Cerro_Verde,Zanahoria,Trampa_de_luz,Bagisara_repanda,1
Cristobal,Tres_Palos,Mango,Trampa_de_luz,Callopistria_floridensis,1
Cristobal,Goteras,Braquiaria_,Trampa_de_luz,Callopistria_floridensis,1
